rec_id_jahr_wk,UUID,jahr,Nr,Gebiet,gehört zu,Kategorie,Name_Kategorie,Erst-Stimmen,Zweit-Stimmen
,2017-06887,2017,139,Ennepe-Ruhr-Kreis II,BL-05,Organisation,"Allianz für Menschenrechte, Tier- und Naturschutz",0,0
,2017-06888,2017,139,Ennepe-Ruhr-Kreis II,BL-05,Organisation,"bergpartei, die überpartei",0,0
,2017-06889,2017,139,Ennepe-Ruhr-Kreis II,BL-05,Organisation,Bündnis Grundeinkommen,0,163
,2017-06890,2017,139,Ennepe-Ruhr-Kreis II,BL-05,Organisation,DEMOKRATIE IN BEWEGUNG,0,198
,2017-06891,2017,139,Ennepe-Ruhr-Kreis II,BL-05,Organisation,Deutsche Kommunistische Partei,0,46
,2017-06892,2017,139,Ennepe-Ruhr-Kreis II,BL-05,Organisation,Deutsche Mitte,0,133
,2017-06893,2017,139,Ennepe-Ruhr-Kreis II,BL-05,Organisation,Die Grauen – Für alle Generationen,0,0
,2017-06894,2017,139,Ennepe-Ruhr-Kreis II,BL-05,Organisation,Die Urbane. Eine HipHop Partei,0,0
,2017-06895,2017,139,Ennepe-Ruhr-Kreis II,BL-05,Organisation,Magdeburger Gartenpartei,0,0
,2017-06896,2017,139,Ennepe-Ruhr-Kreis II,BL-05,Organisation,Menschliche Welt,0,0
,2017-06897,2017,139,Ennepe-Ruhr-Kreis II,BL-05,Organisation,Partei der Humanisten,0,80
,2017-06898,2017,139,Ennepe-Ruhr-Kreis II,BL-05,Organisation,Partei für Gesundheitsforschung,0,135
,2017-06899,2017,139,Ennepe-Ruhr-Kreis II,BL-05,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,146
,2017-06900,2017,139,Ennepe-Ruhr-Kreis II,BL-05,Organisation,Bündnis C - Christen für Deutschland,0,0
,2017-06901,2017,139,Ennepe-Ruhr-Kreis II,BL-05,Organisation,DIE EINHEIT,0,0
,2017-06902,2017,139,Ennepe-Ruhr-Kreis II,BL-05,Organisation,Die Violetten,0,0
,2017-06903,2017,139,Ennepe-Ruhr-Kreis II,BL-05,Organisation,Familien-Partei Deutschlands,0,0
,2017-06904,2017,139,Ennepe-Ruhr-Kreis II,BL-05,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-06905,2017,139,Ennepe-Ruhr-Kreis II,BL-05,Organisation,Mieterpartei,0,0
,2017-06906,2017,139,Ennepe-Ruhr-Kreis II,BL-05,Organisation,Neue Liberale – Die Sozialliberalen,0,0
,2017-06907,2017,139,Ennepe-Ruhr-Kreis II,BL-05,Organisation,UNABHÄNGIGE für bürgernahe Demokratie,0,0
,2017-06908,2017,139,Ennepe-Ruhr-Kreis II,BL-05,Organisation,Übrige,0,0
2017-140,2017-06909,2017,140,Bochum I,BL-05,Statistik,Wahlberechtigte,206460,206460
,2017-06910,2017,140,Bochum I,BL-05,Statistik,Wähler,156941,156941
,2017-06911,2017,140,Bochum I,BL-05,Statistik,Ungültige,1924,1237
,2017-06912,2017,140,Bochum I,BL-05,Statistik,Gültige,155017,155704
,2017-06913,2017,140,Bochum I,BL-05,Organisation,Christlich Demokratische Union Deutschlands,43773,39580
,2017-06914,2017,140,Bochum I,BL-05,Organisation,Sozialdemokratische Partei Deutschlands,57655,46243
,2017-06915,2017,140,Bochum I,BL-05,Organisation,DIE LINKE,15462,15953
,2017-06916,2017,140,Bochum I,BL-05,Organisation,BÜNDNIS 90/DIE GRÜNEN,11937,13862
,2017-06917,2017,140,Bochum I,BL-05,Organisation,Christlich-Soziale Union in Bayern e.V.,0,0
,2017-06918,2017,140,Bochum I,BL-05,Organisation,Freie Demokratische Partei,10923,17449
,2017-06919,2017,140,Bochum I,BL-05,Organisation,Alternative für Deutschland,14775,15190
,2017-06920,2017,140,Bochum I,BL-05,Organisation,Piratenpartei Deutschland,0,765
,2017-06921,2017,140,Bochum I,BL-05,Organisation,Nationaldemokratische Partei Deutschlands,0,408
,2017-06922,2017,140,Bochum I,BL-05,Organisation,FREIE WÄHLER,0,302
,2017-06923,2017,140,Bochum I,BL-05,Organisation,PARTEI MENSCH UMWELT TIERSCHUTZ,0,1418
,2017-06924,2017,140,Bochum I,BL-05,Organisation,Ökologisch-Demokratische Partei,0,237
,2017-06925,2017,140,Bochum I,BL-05,Organisation,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",0,1924
,2017-06926,2017,140,Bochum I,BL-05,Organisation,Bayernpartei,0,0
,2017-06927,2017,140,Bochum I,BL-05,Organisation,Ab jetzt...Demokratie durch Volksabstimmung,0,138
,2017-06928,2017,140,Bochum I,BL-05,Organisation,Partei der Vernunft,0,0
,2017-06929,2017,140,Bochum I,BL-05,Organisation,Marxistisch-Leninistische Partei Deutschlands,492,167
,2017-06930,2017,140,Bochum I,BL-05,Organisation,Bürgerrechtsbewegung Solidarität,0,0
,2017-06931,2017,140,Bochum I,BL-05,Organisation,"Sozialistische Gleichheitspartei, Vierte Internationale",0,14
,2017-06932,2017,140,Bochum I,BL-05,Organisation,DIE RECHTE,0,0
,2017-06933,2017,140,Bochum I,BL-05,Organisation,Allianz Deutscher Demokraten,0,904
,2017-06934,2017,140,Bochum I,BL-05,Organisation,"Allianz für Menschenrechte, Tier- und Naturschutz",0,0
,2017-06935,2017,140,Bochum I,BL-05,Organisation,"bergpartei, die überpartei",0,0
,2017-06936,2017,140,Bochum I,BL-05,Organisation,Bündnis Grundeinkommen,0,219
,2017-06937,2017,140,Bochum I,BL-05,Organisation,DEMOKRATIE IN BEWEGUNG,0,270
,2017-06938,2017,140,Bochum I,BL-05,Organisation,Deutsche Kommunistische Partei,0,45
,2017-06939,2017,140,Bochum I,BL-05,Organisation,Deutsche Mitte,0,155
,2017-06940,2017,140,Bochum I,BL-05,Organisation,Die Grauen – Für alle Generationen,0,0
,2017-06941,2017,140,Bochum I,BL-05,Organisation,Die Urbane. Eine HipHop Partei,0,0
,2017-06942,2017,140,Bochum I,BL-05,Organisation,Magdeburger Gartenpartei,0,0
,2017-06943,2017,140,Bochum I,BL-05,Organisation,Menschliche Welt,0,0
,2017-06944,2017,140,Bochum I,BL-05,Organisation,Partei der Humanisten,0,143
,2017-06945,2017,140,Bochum I,BL-05,Organisation,Partei für Gesundheitsforschung,0,158
,2017-06946,2017,140,Bochum I,BL-05,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,217
,2017-06947,2017,140,Bochum I,BL-05,Organisation,Bündnis C - Christen für Deutschland,0,0
,2017-06948,2017,140,Bochum I,BL-05,Organisation,DIE EINHEIT,0,0
,2017-06949,2017,140,Bochum I,BL-05,Organisation,Die Violetten,0,0
,2017-06950,2017,140,Bochum I,BL-05,Organisation,Familien-Partei Deutschlands,0,0
,2017-06951,2017,140,Bochum I,BL-05,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-06952,2017,140,Bochum I,BL-05,Organisation,Mieterpartei,0,0
,2017-06953,2017,140,Bochum I,BL-05,Organisation,Neue Liberale – Die Sozialliberalen,0,0
,2017-06954,2017,140,Bochum I,BL-05,Organisation,UNABHÄNGIGE für bürgernahe Demokratie,0,0
,2017-06955,2017,140,Bochum I,BL-05,Organisation,Übrige,0,0
2017-141,2017-06956,2017,141,Herne – Bochum II,BL-05,Statistik,Wahlberechtigte,179247,179247
,2017-06957,2017,141,Herne – Bochum II,BL-05,Statistik,Wähler,127974,127974
,2017-06958,2017,141,Herne – Bochum II,BL-05,Statistik,Ungültige,2230,1484
,2017-06959,2017,141,Herne – Bochum II,BL-05,Statistik,Gültige,125744,126490
,2017-06960,2017,141,Herne – Bochum II,BL-05,Organisation,Christlich Demokratische Union Deutschlands,30361,29629
,2017-06961,2017,141,Herne – Bochum II,BL-05,Organisation,Sozialdemokratische Partei Deutschlands,52672,43312
,2017-06962,2017,141,Herne – Bochum II,BL-05,Organisation,DIE LINKE,10064,10860
,2017-06963,2017,141,Herne – Bochum II,BL-05,Organisation,BÜNDNIS 90/DIE GRÜNEN,6992,7414
,2017-06964,2017,141,Herne – Bochum II,BL-05,Organisation,Christlich-Soziale Union in Bayern e.V.,0,0
,2017-06965,2017,141,Herne – Bochum II,BL-05,Organisation,Freie Demokratische Partei,8448,11560
,2017-06966,2017,141,Herne – Bochum II,BL-05,Organisation,Alternative für Deutschland,16799,17001
,2017-06967,2017,141,Herne – Bochum II,BL-05,Organisation,Piratenpartei Deutschland,0,788
,2017-06968,2017,141,Herne – Bochum II,BL-05,Organisation,Nationaldemokratische Partei Deutschlands,0,510
,2017-06969,2017,141,Herne – Bochum II,BL-05,Organisation,FREIE WÄHLER,0,321
,2017-06970,2017,141,Herne – Bochum II,BL-05,Organisation,PARTEI MENSCH UMWELT TIERSCHUTZ,0,1435
,2017-06971,2017,141,Herne – Bochum II,BL-05,Organisation,Ökologisch-Demokratische Partei,0,156
,2017-06972,2017,141,Herne – Bochum II,BL-05,Organisation,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",0,1234
,2017-06973,2017,141,Herne – Bochum II,BL-05,Organisation,Bayernpartei,0,0
,2017-06974,2017,141,Herne – Bochum II,BL-05,Organisation,Ab jetzt...Demokratie durch Volksabstimmung,0,135
,2017-06975,2017,141,Herne – Bochum II,BL-05,Organisation,Partei der Vernunft,0,0
,2017-06976,2017,141,Herne – Bochum II,BL-05,Organisation,Marxistisch-Leninistische Partei Deutschlands,408,201
,2017-06977,2017,141,Herne – Bochum II,BL-05,Organisation,Bürgerrechtsbewegung Solidarität,0,0
,2017-06978,2017,141,Herne – Bochum II,BL-05,Organisation,"Sozialistische Gleichheitspartei, Vierte Internationale",0,27
,2017-06979,2017,141,Herne – Bochum II,BL-05,Organisation,DIE RECHTE,0,0
,2017-06980,2017,141,Herne – Bochum II,BL-05,Organisation,Allianz Deutscher Demokraten,0,1106
,2017-06981,2017,141,Herne – Bochum II,BL-05,Organisation,"Allianz für Menschenrechte, Tier- und Naturschutz",0,0
,2017-06982,2017,141,Herne – Bochum II,BL-05,Organisation,"bergpartei, die überpartei",0,0
,2017-06983,2017,141,Herne – Bochum II,BL-05,Organisation,Bündnis Grundeinkommen,0,159
,2017-06984,2017,141,Herne – Bochum II,BL-05,Organisation,DEMOKRATIE IN BEWEGUNG,0,129
,2017-06985,2017,141,Herne – Bochum II,BL-05,Organisation,Deutsche Kommunistische Partei,0,23
,2017-06986,2017,141,Herne – Bochum II,BL-05,Organisation,Deutsche Mitte,0,122
,2017-06987,2017,141,Herne – Bochum II,BL-05,Organisation,Die Grauen – Für alle Generationen,0,0
,2017-06988,2017,141,Herne – Bochum II,BL-05,Organisation,Die Urbane. Eine HipHop Partei,0,0
,2017-06989,2017,141,Herne – Bochum II,BL-05,Organisation,Magdeburger Gartenpartei,0,0
,2017-06990,2017,141,Herne – Bochum II,BL-05,Organisation,Menschliche Welt,0,0
,2017-06991,2017,141,Herne – Bochum II,BL-05,Organisation,Partei der Humanisten,0,83
,2017-06992,2017,141,Herne – Bochum II,BL-05,Organisation,Partei für Gesundheitsforschung,0,177
,2017-06993,2017,141,Herne – Bochum II,BL-05,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,133
,2017-06994,2017,141,Herne – Bochum II,BL-05,Organisation,Bündnis C - Christen für Deutschland,0,0
,2017-06995,2017,141,Herne – Bochum II,BL-05,Organisation,DIE EINHEIT,0,0
,2017-06996,2017,141,Herne – Bochum II,BL-05,Organisation,Die Violetten,0,0
,2017-06997,2017,141,Herne – Bochum II,BL-05,Organisation,Familien-Partei Deutschlands,0,0
,2017-06998,2017,141,Herne – Bochum II,BL-05,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-06999,2017,141,Herne – Bochum II,BL-05,Organisation,Mieterpartei,0,0
,2017-07000,2017,141,Herne – Bochum II,BL-05,Organisation,Neue Liberale – Die Sozialliberalen,0,0
,2017-07001,2017,141,Herne – Bochum II,BL-05,Organisation,UNABHÄNGIGE für bürgernahe Demokratie,0,0
,2017-07002,2017,141,Herne – Bochum II,BL-05,Organisation,Übrige,0,0
2017-142,2017-07003,2017,142,Dortmund I,BL-05,Statistik,Wahlberechtigte,211316,211316
,2017-07004,2017,142,Dortmund I,BL-05,Statistik,Wähler,156097,156097
,2017-07005,2017,142,Dortmund I,BL-05,Statistik,Ungültige,1571,1174
,2017-07006,2017,142,Dortmund I,BL-05,Statistik,Gültige,154526,154923
,2017-07007,2017,142,Dortmund I,BL-05,Organisation,Christlich Demokratische Union Deutschlands,44228,37967
,2017-07008,2017,142,Dortmund I,BL-05,Organisation,Sozialdemokratische Partei Deutschlands,59990,46424
,2017-07009,2017,142,Dortmund I,BL-05,Organisation,DIE LINKE,11874,15506
,2017-07010,2017,142,Dortmund I,BL-05,Organisation,BÜNDNIS 90/DIE GRÜNEN,11281,14702
,2017-07011,2017,142,Dortmund I,BL-05,Organisation,Christlich-Soziale Union in Bayern e.V.,0,0
,2017-07012,2017,142,Dortmund I,BL-05,Organisation,Freie Demokratische Partei,9063,17193
,2017-07013,2017,142,Dortmund I,BL-05,Organisation,Alternative für Deutschland,14644,15197
,2017-07014,2017,142,Dortmund I,BL-05,Organisation,Piratenpartei Deutschland,2091,1041
,2017-07015,2017,142,Dortmund I,BL-05,Organisation,Nationaldemokratische Partei Deutschlands,0,456
,2017-07016,2017,142,Dortmund I,BL-05,Organisation,FREIE WÄHLER,993,437
,2017-07017,2017,142,Dortmund I,BL-05,Organisation,PARTEI MENSCH UMWELT TIERSCHUTZ,0,1304
,2017-07018,2017,142,Dortmund I,BL-05,Organisation,Ökologisch-Demokratische Partei,0,172
,2017-07019,2017,142,Dortmund I,BL-05,Organisation,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",0,2137
,2017-07020,2017,142,Dortmund I,BL-05,Organisation,Bayernpartei,0,0
,2017-07021,2017,142,Dortmund I,BL-05,Organisation,Ab jetzt...Demokratie durch Volksabstimmung,0,156
,2017-07022,2017,142,Dortmund I,BL-05,Organisation,Partei der Vernunft,0,0
,2017-07023,2017,142,Dortmund I,BL-05,Organisation,Marxistisch-Leninistische Partei Deutschlands,362,176
,2017-07024,2017,142,Dortmund I,BL-05,Organisation,Bürgerrechtsbewegung Solidarität,0,0
,2017-07025,2017,142,Dortmund I,BL-05,Organisation,"Sozialistische Gleichheitspartei, Vierte Internationale",0,20
,2017-07026,2017,142,Dortmund I,BL-05,Organisation,DIE RECHTE,0,0
,2017-07027,2017,142,Dortmund I,BL-05,Organisation,Allianz Deutscher Demokraten,0,838
,2017-07028,2017,142,Dortmund I,BL-05,Organisation,"Allianz für Menschenrechte, Tier- und Naturschutz",0,0
,2017-07029,2017,142,Dortmund I,BL-05,Organisation,"bergpartei, die überpartei",0,0
,2017-07030,2017,142,Dortmund I,BL-05,Organisation,Bündnis Grundeinkommen,0,229
,2017-07031,2017,142,Dortmund I,BL-05,Organisation,DEMOKRATIE IN BEWEGUNG,0,266
,2017-07032,2017,142,Dortmund I,BL-05,Organisation,Deutsche Kommunistische Partei,0,52
,2017-07033,2017,142,Dortmund I,BL-05,Organisation,Deutsche Mitte,0,149
,2017-07034,2017,142,Dortmund I,BL-05,Organisation,Die Grauen – Für alle Generationen,0,0
,2017-07035,2017,142,Dortmund I,BL-05,Organisation,Die Urbane. Eine HipHop Partei,0,0
,2017-07036,2017,142,Dortmund I,BL-05,Organisation,Magdeburger Gartenpartei,0,0
,2017-07037,2017,142,Dortmund I,BL-05,Organisation,Menschliche Welt,0,0
,2017-07038,2017,142,Dortmund I,BL-05,Organisation,Partei der Humanisten,0,120
,2017-07039,2017,142,Dortmund I,BL-05,Organisation,Partei für Gesundheitsforschung,0,163
,2017-07040,2017,142,Dortmund I,BL-05,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,228
,2017-07041,2017,142,Dortmund I,BL-05,Organisation,Bündnis C - Christen für Deutschland,0,0
,2017-07042,2017,142,Dortmund I,BL-05,Organisation,DIE EINHEIT,0,0
,2017-07043,2017,142,Dortmund I,BL-05,Organisation,Die Violetten,0,0
,2017-07044,2017,142,Dortmund I,BL-05,Organisation,Familien-Partei Deutschlands,0,0
,2017-07045,2017,142,Dortmund I,BL-05,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-07046,2017,142,Dortmund I,BL-05,Organisation,Mieterpartei,0,0
,2017-07047,2017,142,Dortmund I,BL-05,Organisation,Neue Liberale – Die Sozialliberalen,0,0
,2017-07048,2017,142,Dortmund I,BL-05,Organisation,UNABHÄNGIGE für bürgernahe Demokratie,0,0
,2017-07049,2017,142,Dortmund I,BL-05,Organisation,Übrige,0,0
2017-143,2017-07050,2017,143,Dortmund II,BL-05,Statistik,Wahlberechtigte,203300,203300
,2017-07051,2017,143,Dortmund II,BL-05,Statistik,Wähler,143834,143834
,2017-07052,2017,143,Dortmund II,BL-05,Statistik,Ungültige,1945,1418
,2017-07053,2017,143,Dortmund II,BL-05,Statistik,Gültige,141889,142416
,2017-07054,2017,143,Dortmund II,BL-05,Organisation,Christlich Demokratische Union Deutschlands,39933,34822
,2017-07055,2017,143,Dortmund II,BL-05,Organisation,Sozialdemokratische Partei Deutschlands,55038,46513
,2017-07056,2017,143,Dortmund II,BL-05,Organisation,DIE LINKE,12242,12924
,2017-07057,2017,143,Dortmund II,BL-05,Organisation,BÜNDNIS 90/DIE GRÜNEN,9047,10190
,2017-07058,2017,143,Dortmund II,BL-05,Organisation,Christlich-Soziale Union in Bayern e.V.,0,0
,2017-07059,2017,143,Dortmund II,BL-05,Organisation,Freie Demokratische Partei,9031,15403
,2017-07060,2017,143,Dortmund II,BL-05,Organisation,Alternative für Deutschland,15074,15510
,2017-07061,2017,143,Dortmund II,BL-05,Organisation,Piratenpartei Deutschland,0,835
,2017-07062,2017,143,Dortmund II,BL-05,Organisation,Nationaldemokratische Partei Deutschlands,0,460
,2017-07063,2017,143,Dortmund II,BL-05,Organisation,FREIE WÄHLER,1524,527
,2017-07064,2017,143,Dortmund II,BL-05,Organisation,PARTEI MENSCH UMWELT TIERSCHUTZ,0,1297
,2017-07065,2017,143,Dortmund II,BL-05,Organisation,Ökologisch-Demokratische Partei,0,125
,2017-07066,2017,143,Dortmund II,BL-05,Organisation,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",0,1532
,2017-07067,2017,143,Dortmund II,BL-05,Organisation,Bayernpartei,0,0
,2017-07068,2017,143,Dortmund II,BL-05,Organisation,Ab jetzt...Demokratie durch Volksabstimmung,0,148
,2017-07069,2017,143,Dortmund II,BL-05,Organisation,Partei der Vernunft,0,0
,2017-07070,2017,143,Dortmund II,BL-05,Organisation,Marxistisch-Leninistische Partei Deutschlands,0,116
,2017-07071,2017,143,Dortmund II,BL-05,Organisation,Bürgerrechtsbewegung Solidarität,0,0
,2017-07072,2017,143,Dortmund II,BL-05,Organisation,"Sozialistische Gleichheitspartei, Vierte Internationale",0,13
,2017-07073,2017,143,Dortmund II,BL-05,Organisation,DIE RECHTE,0,0
,2017-07074,2017,143,Dortmund II,BL-05,Organisation,Allianz Deutscher Demokraten,0,1030
,2017-07075,2017,143,Dortmund II,BL-05,Organisation,"Allianz für Menschenrechte, Tier- und Naturschutz",0,0
,2017-07076,2017,143,Dortmund II,BL-05,Organisation,"bergpartei, die überpartei",0,0
,2017-07077,2017,143,Dortmund II,BL-05,Organisation,Bündnis Grundeinkommen,0,163
,2017-07078,2017,143,Dortmund II,BL-05,Organisation,DEMOKRATIE IN BEWEGUNG,0,203
,2017-07079,2017,143,Dortmund II,BL-05,Organisation,Deutsche Kommunistische Partei,0,57
,2017-07080,2017,143,Dortmund II,BL-05,Organisation,Deutsche Mitte,0,140
,2017-07081,2017,143,Dortmund II,BL-05,Organisation,Die Grauen – Für alle Generationen,0,0
,2017-07082,2017,143,Dortmund II,BL-05,Organisation,Die Urbane. Eine HipHop Partei,0,0
,2017-07083,2017,143,Dortmund II,BL-05,Organisation,Magdeburger Gartenpartei,0,0
,2017-07084,2017,143,Dortmund II,BL-05,Organisation,Menschliche Welt,0,0
,2017-07085,2017,143,Dortmund II,BL-05,Organisation,Partei der Humanisten,0,97
,2017-07086,2017,143,Dortmund II,BL-05,Organisation,Partei für Gesundheitsforschung,0,173
,2017-07087,2017,143,Dortmund II,BL-05,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,152
,2017-07088,2017,143,Dortmund II,BL-05,Organisation,Bündnis C - Christen für Deutschland,0,0
,2017-07089,2017,143,Dortmund II,BL-05,Organisation,DIE EINHEIT,0,0
,2017-07090,2017,143,Dortmund II,BL-05,Organisation,Die Violetten,0,0
,2017-07091,2017,143,Dortmund II,BL-05,Organisation,Familien-Partei Deutschlands,0,0
,2017-07092,2017,143,Dortmund II,BL-05,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-07093,2017,143,Dortmund II,BL-05,Organisation,Mieterpartei,0,0
,2017-07094,2017,143,Dortmund II,BL-05,Organisation,Neue Liberale – Die Sozialliberalen,0,0
,2017-07095,2017,143,Dortmund II,BL-05,Organisation,UNABHÄNGIGE für bürgernahe Demokratie,0,0
,2017-07096,2017,143,Dortmund II,BL-05,Organisation,Übrige,0,0
2017-144,2017-07097,2017,144,Unna I,BL-05,Statistik,Wahlberechtigte,197873,197873
,2017-07098,2017,144,Unna I,BL-05,Statistik,Wähler,150831,150831
,2017-07099,2017,144,Unna I,BL-05,Statistik,Ungültige,1446,1251
,2017-07100,2017,144,Unna I,BL-05,Statistik,Gültige,149385,149580
,2017-07101,2017,144,Unna I,BL-05,Organisation,Christlich Demokratische Union Deutschlands,47452,40697
,2017-07102,2017,144,Unna I,BL-05,Organisation,Sozialdemokratische Partei Deutschlands,58019,50205
,2017-07103,2017,144,Unna I,BL-05,Organisation,DIE LINKE,8048,10313
,2017-07104,2017,144,Unna I,BL-05,Organisation,BÜNDNIS 90/DIE GRÜNEN,9600,10254
,2017-07105,2017,144,Unna I,BL-05,Organisation,Christlich-Soziale Union in Bayern e.V.,0,0
,2017-07106,2017,144,Unna I,BL-05,Organisation,Freie Demokratische Partei,9635,17196
,2017-07107,2017,144,Unna I,BL-05,Organisation,Alternative für Deutschland,13558,14689
,2017-07108,2017,144,Unna I,BL-05,Organisation,Piratenpartei Deutschland,1565,804
,2017-07109,2017,144,Unna I,BL-05,Organisation,Nationaldemokratische Partei Deutschlands,0,463
,2017-07110,2017,144,Unna I,BL-05,Organisation,FREIE WÄHLER,941,561
,2017-07111,2017,144,Unna I,BL-05,Organisation,PARTEI MENSCH UMWELT TIERSCHUTZ,0,1376
,2017-07112,2017,144,Unna I,BL-05,Organisation,Ökologisch-Demokratische Partei,0,125
,2017-07113,2017,144,Unna I,BL-05,Organisation,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",0,1146
,2017-07114,2017,144,Unna I,BL-05,Organisation,Bayernpartei,0,0
,2017-07115,2017,144,Unna I,BL-05,Organisation,Ab jetzt...Demokratie durch Volksabstimmung,0,165
,2017-07116,2017,144,Unna I,BL-05,Organisation,Partei der Vernunft,0,0
,2017-07117,2017,144,Unna I,BL-05,Organisation,Marxistisch-Leninistische Partei Deutschlands,161,88
,2017-07118,2017,144,Unna I,BL-05,Organisation,Bürgerrechtsbewegung Solidarität,0,0
,2017-07119,2017,144,Unna I,BL-05,Organisation,"Sozialistische Gleichheitspartei, Vierte Internationale",0,20
,2017-07120,2017,144,Unna I,BL-05,Organisation,DIE RECHTE,0,0
,2017-07121,2017,144,Unna I,BL-05,Organisation,Allianz Deutscher Demokraten,0,717
,2017-07122,2017,144,Unna I,BL-05,Organisation,"Allianz für Menschenrechte, Tier- und Naturschutz",0,0
,2017-07123,2017,144,Unna I,BL-05,Organisation,"bergpartei, die überpartei",0,0
,2017-07124,2017,144,Unna I,BL-05,Organisation,Bündnis Grundeinkommen,0,97
,2017-07125,2017,144,Unna I,BL-05,Organisation,DEMOKRATIE IN BEWEGUNG,0,122
,2017-07126,2017,144,Unna I,BL-05,Organisation,Deutsche Kommunistische Partei,0,19
,2017-07127,2017,144,Unna I,BL-05,Organisation,Deutsche Mitte,0,143
,2017-07128,2017,144,Unna I,BL-05,Organisation,Die Grauen – Für alle Generationen,0,0
,2017-07129,2017,144,Unna I,BL-05,Organisation,Die Urbane. Eine HipHop Partei,0,0
,2017-07130,2017,144,Unna I,BL-05,Organisation,Magdeburger Gartenpartei,0,0
,2017-07131,2017,144,Unna I,BL-05,Organisation,Menschliche Welt,0,0
,2017-07132,2017,144,Unna I,BL-05,Organisation,Partei der Humanisten,0,76
,2017-07133,2017,144,Unna I,BL-05,Organisation,Partei für Gesundheitsforschung,0,166
,2017-07134,2017,144,Unna I,BL-05,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,148
,2017-07135,2017,144,Unna I,BL-05,Organisation,Bündnis C - Christen für Deutschland,0,0
,2017-07136,2017,144,Unna I,BL-05,Organisation,DIE EINHEIT,0,0
,2017-07137,2017,144,Unna I,BL-05,Organisation,Die Violetten,0,0
,2017-07138,2017,144,Unna I,BL-05,Organisation,Familien-Partei Deutschlands,0,0
,2017-07139,2017,144,Unna I,BL-05,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-07140,2017,144,Unna I,BL-05,Organisation,Mieterpartei,0,0
,2017-07141,2017,144,Unna I,BL-05,Organisation,Neue Liberale – Die Sozialliberalen,0,0
,2017-07142,2017,144,Unna I,BL-05,Organisation,UNABHÄNGIGE für bürgernahe Demokratie,0,0
,2017-07143,2017,144,Unna I,BL-05,Organisation,Übrige,406,0
2017-145,2017-07144,2017,145,Hamm – Unna II,BL-05,Statistik,Wahlberechtigte,235213,235213
,2017-07145,2017,145,Hamm – Unna II,BL-05,Statistik,Wähler,171524,171524
,2017-07146,2017,145,Hamm – Unna II,BL-05,Statistik,Ungültige,1956,1789
,2017-07147,2017,145,Hamm – Unna II,BL-05,Statistik,Gültige,169568,169735
,2017-07148,2017,145,Hamm – Unna II,BL-05,Organisation,Christlich Demokratische Union Deutschlands,59700,51475
,2017-07149,2017,145,Hamm – Unna II,BL-05,Organisation,Sozialdemokratische Partei Deutschlands,61717,53467
,2017-07150,2017,145,Hamm – Unna II,BL-05,Organisation,DIE LINKE,9949,11837
,2017-07151,2017,145,Hamm – Unna II,BL-05,Organisation,BÜNDNIS 90/DIE GRÜNEN,7409,8938
,2017-07152,2017,145,Hamm – Unna II,BL-05,Organisation,Christlich-Soziale Union in Bayern e.V.,0,0
,2017-07153,2017,145,Hamm – Unna II,BL-05,Organisation,Freie Demokratische Partei,9970,17678
,2017-07154,2017,145,Hamm – Unna II,BL-05,Organisation,Alternative für Deutschland,17713,19068
,2017-07155,2017,145,Hamm – Unna II,BL-05,Organisation,Piratenpartei Deutschland,1871,944
,2017-07156,2017,145,Hamm – Unna II,BL-05,Organisation,Nationaldemokratische Partei Deutschlands,0,547
,2017-07157,2017,145,Hamm – Unna II,BL-05,Organisation,FREIE WÄHLER,1239,605
,2017-07158,2017,145,Hamm – Unna II,BL-05,Organisation,PARTEI MENSCH UMWELT TIERSCHUTZ,0,1336
,2017-07159,2017,145,Hamm – Unna II,BL-05,Organisation,Ökologisch-Demokratische Partei,0,123
,2017-07160,2017,145,Hamm – Unna II,BL-05,Organisation,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",0,1170
,2017-07161,2017,145,Hamm – Unna II,BL-05,Organisation,Bayernpartei,0,0
,2017-07162,2017,145,Hamm – Unna II,BL-05,Organisation,Ab jetzt...Demokratie durch Volksabstimmung,0,173
,2017-07163,2017,145,Hamm – Unna II,BL-05,Organisation,Partei der Vernunft,0,0
